title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
A Secure and Multiobjective Virtual Machine Placement Framework for Cloud Data Center,2022,IEEE Systems Journal,10.1109/JSYST.2021.3092521,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Privacy-preserving and verifiable deep learning inference based on secret sharing,2022,Neurocomputing,10.1016/j.neucom.2022.01.061,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Attribute-Based Encryption Scheme for Secure Multi-Group Data Sharing in Cloud,2022,IEEE Transactions on Services Computing,10.1109/TSC.2020.3038836,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
"RSEAP2: An enhanced version of RSEAP, an RFID based authentication protocol for vehicular cloud computing",2021,Vehicular Communications,10.1016/j.vehcom.2020.100311,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Trends in IoT based solutions for health care: Moving AI to the edge,2020,Pattern Recognition Letters,10.1016/j.patrec.2020.05.016,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A novel proxy-oriented public auditing scheme for cloud-based medical cyber physical systems,2020,Journal of Information Security and Applications,10.1016/j.jisa.2020.102453,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Generic dynamic data outsourcing framework for integrity verification,2020,ACM Computing Surveys,10.1145/3365998,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Action-Oriented Programming Model: Collective Executions and Interactions in the Fog,2019,Journal of Systems and Software,10.1016/j.jss.2019.110391,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Energy and migration cost-aware dynamic virtual machine consolidation in heterogeneous cloud datacenters,2019,IEEE Transactions on Services Computing,10.1109/TSC.2016.2616868,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cooperative privacy preservation for wearable devices in hybrid computing-based smart health,2019,IEEE Internet of Things Journal,10.1109/JIOT.2018.2843561,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Multi-Objective Optimization for Virtual Machine Allocation and Replica Placement in Virtualized Hadoop,2018,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2018.2837743,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
On minimizing total energy consumption in the scheduling of virtual machine reservations,2018,Journal of Network and Computer Applications,10.1016/j.jnca.2018.03.033,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A discrete cuckoo optimization algorithm for consolidation in cloud computing,2018,Computers and Industrial Engineering,10.1016/j.cie.2017.12.001,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
High capacity data hiding for 3D point clouds based on Static Arithmetic Coding,2017,Multimedia Tools and Applications,10.1007/s11042-016-4163-y,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Nothing is for free: Security in searching shared and encrypted data,2014,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2014.2359389,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Byzantine-resilient secure software-defined networks with multiple controllers in cloud,2014,IEEE Transactions on Cloud Computing,10.1109/TCC.2014.2355227,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cloud-based virtual laboratory for network security education,2014,IEEE Transactions on Education,10.1109/TE.2013.2282285,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
CoRoL: A Reliable Framework for Computation Offloading in Collaborative Robots,2022,IEEE Internet of Things Journal,10.1109/JIOT.2022.3155587,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Special Article Personal Wearable Technologies in Education: Value or Villain?,2015,Journal of Digital Learning in Teacher Education,10.1080/21532974.2015.1021982,Q1,Taylor and Francis Ltd.,,journal,Taylor&Francis,n,n,Agree - No,Irrelevant,,,,,
Assessing the future plausibility of catastrophically dangerous AI,2019,Futures,10.1016/j.futures.2018.11.007,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Towards Incentive for Electrical Vehicles Demand Response with Location Privacy Guaranteeing in Microgrids,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2020.2975157,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Smart indoor crop grower based on smart database using IoT,2021,Multimedia Tools and Applications,10.1007/s11042-021-10790-7,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Security and privacy of UAV data using blockchain technology,2020,Journal of Information Security and Applications,10.1016/j.jisa.2020.102670,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Security issues on IT systems during disasters: A survey,2014,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-013-0177-8,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
The nature of security: A conceptual framework for integral-comprehensive modeling of IT security and cybersecurity,2022,Computers and Security,10.1016/j.cose.2022.102805,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Power Distribution Attacks in Multitenant FPGAs,2020,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,10.1109/TVLSI.2020.3027711,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A quantum blockchain-enabled framework for secure private electronic medical records in Internet of Medical Things,2022,Information Sciences,10.1016/j.ins.2022.09.028,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
DeepReS: A Deep Learning-Based Video Summarization Strategy for Resource-Constrained Industrial Surveillance Scenarios,2020,IEEE Transactions on Industrial Informatics,10.1109/TII.2019.2960536,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Internet of Things and data analytics: A current review,2020,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,10.1002/widm.1341,Q1,John Wiley &amp; Sons Inc.,,journal,Wiley,n,n,Agree - No,Irrelevant,,,,,
Blockchain-Enabled Security in Electric Vehicles Cloud and Edge Computing,2018,IEEE Network,10.1109/MNET.2018.1700344,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Virtual machine introspection: towards bridging the semantic gap,2014,Journal of Cloud Computing,10.1186/s13677-014-0016-2,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
"A Survey on Resilience in the IoT: Taxonomy, Classification, and Discussion of Resilience Mechanisms",2022,ACM Computing Surveys,10.1145/3462513,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Bi-objective optimization of application placement in fog computing environments,2022,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-021-02910-w,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Secure message classification services through identity-based signcryption with equality test towards the Internet of vehicles,2020,Vehicular Communications,10.1016/j.vehcom.2020.100264,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
"PVF-DA: Privacy-preserving, verifiable and fault-tolerant data aggregation in MEC",2020,China Communications,10.23919/JCC.2020.08.005,Q1,China Institute of Communication,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A resilient architecture for the smart grid,2018,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2826226,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Medical Image Forgery Detection for Smart Healthcare,2018,IEEE Communications Magazine,10.1109/MCOM.2018.1700817,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Enabling security-enhanced attestation with intel SGX for remote terminal and IoT,2018,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,10.1109/TCAD.2017.2750067,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Network Attack Surface: Lifting the Concept of Attack Surface to the Network Level for Evaluating Networks' Resilience against Zero-Day Attacks,2021,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2018.2889086,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Comments on 'Publicly Verifiable Computation of Polynomials over Outsourced Data with Multiple Sources',2020,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2019.2936971,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A framework for searching encrypted databases,2018,Journal of Internet Services and Applications,10.1186/s13174-017-0073-0,Q1,Springer London,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
SDN Enabled QoE and Security Framework for Multimedia Applications in 5G Networks,2021,"ACM Transactions on Multimedia Computing, Communications and Applications",10.1145/3377390,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Convergence and digital fusion lead to competitive differentiation,2020,Business Process Management Journal,10.1108/BPMJ-01-2019-0001,Q1,Emerald Group Publishing Ltd.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
HDECO: A method for Decreasing energy and cost by using virtual machine migration by considering hybrid parameters,2022,Computer Communications,10.1016/j.comcom.2022.08.006,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
SDH: Secure Data Hiding in Fused Medical Image for Smart Healthcare,2022,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2021.3125025,Q1,"IEEE Systems, Man, and Cybernetics Society",,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Dependability and Security Quantification of an Internet of Medical Things Infrastructure Based on Cloud-Fog-Edge Continuum for Healthcare Monitoring Using Hierarchical Models,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3081420,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A network-aware and power-efficient virtual machine placement scheme in cloud datacenters based on chemical reaction optimization,2021,Computer Networks,10.1016/j.comnet.2021.108270,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Anomaly detection and trust authority in artificial intelligence and cloud computing,2021,Computer Networks,10.1016/j.comnet.2020.107647,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Deep learning-based intelligent face recognition in IoT-cloud environment,2020,Computer Communications,10.1016/j.comcom.2020.01.050,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Learning the Truth Privately and Confidently: Encrypted Confidence-Aware Truth Discovery in Mobile Crowdsensing,2018,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2018.2819134,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
ForenVisor: A Tool for Acquiring and Preserving Reliable Data in Cloud Live Forensics,2017,IEEE Transactions on Cloud Computing,10.1109/TCC.2016.2535295,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Optimum Resource Allocation of Database in Cloud Computing,2014,Egyptian Informatics Journal,10.1016/j.eij.2014.01.002,Q1,"Faculty of Computers and Information, Cairo University",,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Crossing the next frontier: The role of ICT in driving the financialization of credit,2017,Journal of Information Technology,10.1057/s41265-017-0035-9,Q1,Palgrave Macmillan Ltd.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A Dynamic Virtual Machine Placement and Migration Scheme for Data Centers,2021,IEEE Transactions on Services Computing,10.1109/TSC.2018.2817208,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Optimal users based secure data transmission on the internet of healthcare things (IoHT) with lightweight block ciphers,2020,Multimedia Tools and Applications,10.1007/s11042-019-07760-5,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Deep-learning approach to attack handling of IoT devices using IoT-enabled network services,2020,Internet of Things (Netherlands),10.1016/j.iot.2020.100241,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Generalized recovery from node failure in virtual network embedding,2017,IEEE Transactions on Network and Service Management,10.1109/TNSM.2017.2693404,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Towards Industry 4.0: Mapping digital technologies for supply chain management-marketing integration,2019,Business Process Management Journal,10.1108/BPMJ-04-2017-0088,Q1,Emerald Group Publishing Ltd.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
DAG blockchain-based lightweight authentication and authorization scheme for IoT devices,2022,Journal of Information Security and Applications,10.1016/j.jisa.2022.103134,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Attribute-Based Hierarchical Access Control With Extendable Policy,2022,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2022.3173412,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A secure cross-domain authentication scheme with perfect forward security and complete anonymity in fog computing,2021,Journal of Information Security and Applications,10.1016/j.jisa.2021.103022,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cross-domain secure data sharing using blockchain for industrial IoT,2021,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2021.05.007,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Verifiable Graph Intersection Scheme with Cryptographic Accumulators in Social Networks,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3028417,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Anonymous data collection scheme for cloud-aided mobile edge networks,2020,Digital Communications and Networks,10.1016/j.dcan.2019.04.001,Q1,Chongqing University of Posts and Telecommunications,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A privacy-preserving data aggregation scheme for dynamic groups in fog computing,2020,Information Sciences,10.1016/j.ins.2019.12.007,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cloud-assisted multiview video summarization using CNN and bidirectional LSTM,2020,IEEE Transactions on Industrial Informatics,10.1109/TII.2019.2929228,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A comparative analysis of emerging approaches for securing java software with Intel SGX,2019,Future Generation Computer Systems,10.1016/j.future.2019.03.018,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Balancing backhaul load in heterogeneous cloud radio access networks,2015,IEEE Wireless Communications,10.1109/MWC.2015.7143325,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
PaRQ: A privacy-preserving range query scheme over encrypted metering data for smart grid,2013,IEEE Transactions on Emerging Topics in Computing,10.1109/TETC.2013.2273889,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
